about,privacy,location
consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent,True,Naran-mandokhu Somon
lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas,True,Plaški
sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,False,Castañas
mauris non ligula pellentesque ultrices phasellus id sapien in sapien,False,Fenkeng
ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec,False,Alcainça
blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices,True,Hedong
pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,False,Plasy
venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,True,Valbo
orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,False,Horodyshche
dui maecenas tristique est et tempus semper est quam pharetra,False,Bandungan Timur
vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,True,Timur
hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,True,Beiwa
in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,True,Dubinino
volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,False,Krebet
porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed,False,Maojia
enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum,True,Zhanbei
enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper,False,Zhongxian
orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,True,Dzel
praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede,True,Bārkhān
cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices,True,Rejoso
justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit,False,Punata
in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis,False,Irákleia
ornare consequat lectus in est risus auctor sed tristique in tempus,False,Arwād
nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,True,Dachuan
porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius,True,Maykopskoye
posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,False,Pernå
primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices,False,Bykhaw
in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,False,Taiyuan
dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,True,Vale de Santarém
nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,False,Xinhua
justo eu massa donec dapibus duis at velit eu est congue,False,Cabimas
tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum,True,Zinat
nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,False,Novhorodka
est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus,True,Veghel
ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,True,Tsaritsyno
adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,False,Arada
non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,True,Parravak’ar
a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,False,Taokeng
sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui,False,Horodnya
etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,True,La Paz de Oriente
luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices,True,Tosu
tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis,False,Niort
et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien,False,Al Jabīn
tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut,True,Omaha
diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,True,Hougang
fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,True,Kitakami
eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus,False,A-da-Gorda
ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,False,Pasirhuni
ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,True,Beyla
nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum,True,Halmstad
dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,False,Nogueira
molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin,True,Šumperk
integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,False,Concepción de La Vega
mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in,False,Tagbina
proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,True,Basseterre
augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,True,Lille
ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,False,Guzhen
integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,True,Không
ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,True,Mossendjo
ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,True,Cikuray
lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,True,Sechelt
quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,True,Nishi-Tokyo-shi
vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus,False,Morropón
eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare,False,Sihanoukville
lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,True,Tsévié
in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,False,Campos Sales
vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,False,Banjar Lalangpasek
accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,False,Ganghwa-gun
curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,False,Oranjestad
mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,True,Bang Khon Thi
ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,True,Al Manşūrah
id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at,True,Zagórze
nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,True,Kulaman
justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,True,Gangkou
tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu,False,Turets-Bayary
massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,True,Châu Thành
donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi,True,Jishan
et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a,False,Ostrowsko
pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,True,Karabudakhkent
natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,True,Dongxi
suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,True,Kuantan
sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut,True,Kyela
rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus,False,Foumbouni
quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor,False,Hotaka
adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id,False,Lenchwe Le Tau
ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi,True,Esposende
in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,False,Pipa
at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,True,Al ‘Āliyah
vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,True,Skórzec
convallis tortor risus dapibus augue vel accumsan tellus nisi eu,False,Jacareí
quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,False,Prakhon Chai
posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,False,Kameda-honchō
suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,True,Smolensk
varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,False,Xingdian
ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,True,Macroom
sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan,True,Yangzizhou
magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,False,Pagatin
odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,False,Talashkino
lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis,True,Shirbīn
aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum,False,Rio de Janeiro
at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,False,Rovnoye
enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,True,Nova Pazova
non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,True,Pingshan
vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,True,Atibaia
pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,True,Hong’an
felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae,False,Nueva Cajamarca
augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet,True,Canchaque
vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,False,Tanahedang
interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa,False,Rogóźno
aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,True,Qiaochong
eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam,False,Banjar Jambe Baleran
odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,False,Gabasumdo
dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,False,Sawahan
lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla,False,Musina
iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id,True,Pijao
sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac,False,Nantes
ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,False,Paltashaco
vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,True,Sablé-sur-Sarthe
tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi,False,Jõhvi
sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus,False,Pital
id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,True,Mojomulyokrajan
consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,True,Gasi
justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit,False,Charleston
sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,True,Agbor
rhoncus sed vestibulum sit amet cursus id turpis integer aliquet,True,Tuchkovo
aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,True,Gengwan
phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat,True,Trindade
donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,False,Belmopan
ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,True,Montpellier
lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,False,London
id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed,True,Göteborg
pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,True,Sedandang
eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,True,Yishi
metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum,False,Basak
luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam,False,Montélimar
mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,True,Ciomas
justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis,True,Fucha
scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis,False,Zhangpu
quisque erat eros viverra eget congue eget semper rutrum nulla,True,Maramag
tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat,True,Gryfów Śląski
porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet,False,Lascano
pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,True,Daping
suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,False,San Fernando de Monte Cristi
id massa id nisl venenatis lacinia aenean sit amet justo morbi,False,Charlotte
etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,False,Xiache
eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec,False,Adani
neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo,True,Tagbilaran City
tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,True,La Libertad
in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum,False,Sypniewo
varius ut blandit non interdum in ante vestibulum ante ipsum primis in,True,Huyang
scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor,True,Bayaguana
diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,True,Nanyang
nam nulla integer pede justo lacinia eget tincidunt eget tempus vel,True,Pensacola
et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,True,Xianju
nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis,True,Sulbiny Górne
urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi,True,Cabanaconde
turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,True,Paatan
blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,True,Detroit
cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,False,Postupice
libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,False,Arbois
nulla sed accumsan felis ut at dolor quis odio consequat varius integer,False,Mashiko
diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,True,La Mohammedia
sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,False,Houjie
sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,True,Stopnica
nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis,True,Huntington
iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,True,Kauswagan
convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,True,Canggou
quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,True,Xiaocun
habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,True,Atikokan
libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,True,Plácido de Castro
donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh,False,Picungbera
tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus,True,Suicheng
sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,True,Grande Rivière du Nord
sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,False,San Luis
aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,True,Goulmima
nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo,True,Isakly
nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat,True,Krutinka
mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,True,Tuscaloosa
magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,False,Tommot
sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,False,Pizarro
faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,False,Tiarei
velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,True,Pathein
ipsum primis in faucibus orci luctus et ultrices posuere cubilia,False,Pangkajene
amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum,True,Novokizhinginsk
donec quis orci eget orci vehicula condimentum curabitur in libero ut,False,San Agustin
nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse,True,Carvalhal da Aroeira
amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque,False,Ekerö
metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,False,Padangtiji
mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,False,Houilles
nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,True,Kalkara
suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,False,Hasan
viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna,False,Kolobolon
massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris,True,Gumuk Tengah
id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,False,Lidun
ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,False,Pavlovskiy Posad
varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis,False,Douane
pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,False,Tassin-la-Demi-Lune
a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,True,Cakran
tempus vivamus in felis eu sapien cursus vestibulum proin eu mi,False,Bahía Blanca
sit amet justo morbi ut odio cras mi pede malesuada in,False,Kobuleti
nam congue risus semper porta volutpat quam pede lobortis ligula sit amet,True,Concepción del Uruguay
vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,True,Ketanggi
morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,False,Rosh Pinna
integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,True,Simbal
in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,True,Valle de Ángeles
diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,False,Xinkai
orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,True,Zhoushizhuang
amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris,True,Safakulevo
orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,True,Vyshhorod
augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,True,Higashine
velit id pretium iaculis diam erat fermentum justo nec condimentum,False,Ogaminan
non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc,False,Izvestkovyy
eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,True,Loureiro
et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut,True,Pasirpanjang
pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,False,Tikiw
nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed,True,Askim
faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a,True,Sansanné-Mango
viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero,True,Mankono
amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque,True,Simenqian
mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,True,Kharagauli
aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,True,Santa Luzia
semper porta volutpat quam pede lobortis ligula sit amet eleifend,True,Khorugh
rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at,True,Cayungnan
vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus,True,Bedayu
in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis,False,Los Ángeles
etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,True,Mykonos
imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,True,Zhongxian
ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,True,Hovězí
tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,True,Svobody
ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,True,Paris La Défense
tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,True,Zhangting
est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,True,Macheke
semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,False,Pereslavl’-Zalesskiy
magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,True,Amieirinha
penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,True,Calhetas
quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis,True,Tochio-honchō
dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,True,Motema
id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,False,Panite
eu massa donec dapibus duis at velit eu est congue elementum,True,Puerto López
donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,True,Talawakele
quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,True,Pakuranga
massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,True,Năm Căn
consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,True,Jiaocun
ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae,False,Dasuhe
volutpat erat quisque erat eros viverra eget congue eget semper,True,San Isidro
in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,True,Oslo
vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna,True,Pasir
at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,True,Akouda
vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,True,Tiraspol
adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum,True,Borlänge
neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi,False,Xiekou
eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,True,Cirateun
ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse,False,Panganiban
morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,False,Khantaghy
ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,True,Milagros
id consequat in consequat ut nulla sed accumsan felis ut at,True,Shāzand
eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla,False,Huizhou
risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis,False,Silca
congue etiam justo etiam pretium iaculis justo in hac habitasse platea,True,Croix
sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,False,Périgueux
suspendisse potenti cras in purus eu magna vulputate luctus cum,True,Melekeok Village
mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,True,Bang Na
neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,True,Dagang
id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,False,Shanjiao
ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo,False,Poções
quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae,False,Chenguang
odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,True,Laboulaye
aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non,False,Chambara
in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in,True,Jiangjiazui
vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer,False,Templeogue
platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,True,Adelaide
ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien,False,Hudlice
justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,False,Hrušovany u Brna
magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum,True,Iradan
varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar,True,Orly aérogare
eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,True,Sevilla
venenatis turpis enim blandit mi in porttitor pede justo eu massa,True,Falun
eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,True,Wakapuken
